46.12.1.,,,General theory of numerical methods in complex analysis potential theory
46.12.2.,,,Numerical methods in conformal mappings
46.13.,,Numerical linear algebra,
46.13.1.,,,Direct numerical methods for linear systems and matrix inversion
46.13.2.,,,Preconditioners for iterative methods
46.13.3.,,,Iterative numerical methods for linear systems
46.13.4.,,,Numerical computation of eigenvalues and eigenvectors of matrices
46.13.5.,,,Numerical solutions to inverse eigenvalue problems
46.13.6.,,,Numerical solutions to overdetermined systems pseudoinverses
46.13.7.,,,Ill-posedness and regularization problems in numerical linear algebra
46.13.8.,,,Orthogonalization in numerical linear algebra
46.13.9.,,,Numerical computation of matrix norms conditioning scaling
46.13.10.,,,Numerical computation of determinants
46.13.11.,,,Numerical methods for matrix equations
46.13.12.,,,Computational methods for sparse matrices
46.13.13.,,,Numerical methods for low-rank matrix approximation matrix compression
46.13.14.,,,Numerical computation of matrix exponential and similar matrix functions
46.14.,,Error analysis and interval analysis,
46.14.1.,,,Algorithms with automatic result verification
46.14.2.,,,Interval and finite arithmetic
46.14.3.,,,General methods in interval analysis
46.14.4.,,,Roundoff error
46.15.,,Nonlinear algebraic or transcendental equations,
46.15.1.,,,Numerical computation of roots of polynomial equations
46.15.2.,,,Numerical computation of solutions to single equations
46.15.3.,,,Numerical computation of solutions to systems of equations
46.15.4.,,,Numerical algebraic geometry
46.15.5.,,,Numerical solution of nonlinear eigenvalue and eigenvector problems
46.15.6.,,,Global methods including homotopy approaches to the numerical solution of nonlinear equations
46.16.,,Numerical methods for mathematical programming optimization and variational techniques,
46.16.1.,,,Numerical mathematical programming methods
46.16.2.,,,Numerical optimization and variational techniques
46.16.3.,,,Numerical methods for variational inequalities and related problems
46.17.,,Numerical methods for ordinary differential equations,
46.17.1.,,,Numerical methods for functional-differential equations
46.17.2.,,,Numerical methods for stiff equations
46.17.3.,,,Numerical methods for initial value problems
46.17.4.,,,Multistep Runge-Kutta and extrapolation methods for ordinary differential equations
46.17.5.,,,Numerical investigation of stability of solutions
46.17.6.,,,Numerical solution of ill-posed problems involving ordinary differential equations
46.17.7.,,,Numerical solution of inverse problems involving ordinary differential equations
46.17.8.,,,Numerical solution of boundary value problems involving ordinary differential equations
46.17.9.,,,Numerical solution of singularly perturbed problems involving ordinary differential equations
46.17.10.,,,Finite difference and finite volume methods for ordinary differential equations
46.17.11.,,,Numerical solution of eigenvalue problems involving ordinary differential equations
46.17.12.,,,Stability and convergence of numerical methods for ordinary differential equations
46.17.13.,,,Mesh generation refinement and adaptive methods for ordinary differential equations
46.17.14.,,,Finite element Rayleigh-Ritz Galerkin and collocation methods for ordinary differential equations
46.17.15.,,,Error bounds for numerical methods for ordinary differential equations
46.17.16.,,,Numerical methods for differential-algebraic equations
46.18.,,Numerical problems in dynamical systems,
46.18.1.,,,Numerical methods for Hamiltonian systems including symplectic integrators
46.18.2.,,,Numerical chaos
46.18.3.,,,Numerical bifurcation problems
46.18.4.,,,Numerical nonlinear stabilities in dynamical systems
46.19.,,Numerical methods for difference and functional equations recurrence relations,
46.19.1.,,,Numerical methods for difference equations
46.19.2.,,,Numerical methods for functional equations
46.19.3.,,,Numerical aspects of recurrence relations
46.20.,,Numerical methods for integral equations integral transforms,
46.20.1.,,,Numerical methods for integral transforms
46.20.2.,,,Numerical methods for eigenvalue problems in integral equations
46.20.3.,,,Numerical methods for integral equations
46.20.4.,,,Numerical methods for ill-posed problems for integral equations
46.20.5.,,,Numerical methods for inverse problems for integral equations
46.21.,,Graphical methods in numerical analysis,
46.21.1.,,,Graphical methods in numerical analysis
46.22.,,Numerical methods in Fourier analysis,
46.22.1.,,,Numerical methods for trigonometric approximation and interpolation
46.22.2.,,,Numerical methods for discrete and fast Fourier transforms
46.22.3.,,,Numerical methods for wavelets
46.23.,,Computer aspects of numerical algorithms,
46.23.1.,,,Numerical algorithms for computer arithmetic
46.23.2.,,,Parallel numerical computation
46.23.3.,,,Numerical algorithms for specific classes of architectures
46.23.4.,,,Packaged methods for numerical algorithms
46.23.5.,,,Complexity and performance of numerical algorithms
46.24.,,Applications to the sciences,
46.24.1.,,,Applications to the sciences
47,Computer science,,
47.1.,,General reference works handbooks dictionaries bibliographies pertaining to computer science,
47.2.,,Introductory exposition textbooks tutorial papers pertaining to computer science,
47.3.,,Research exposition monographs survey articles pertaining to computer science,
47.4.,,History of computer science,
47.5.,,Software source code for problems pertaining to computer science,
47.6.,,Proceedings conferences collections pertaining to computer science,
47.7.,,Research data for problems pertaining to computer science,
47.8.,,Computer system organization,
47.8.1.,,,General theory of computer systems
47.8.2.,,,Mathematical problems of computer architecture
47.8.3.,,,Network design and communication in computer systems
47.8.4.,,,Internet topics
47.8.5.,,,Network protocols
47.8.6.,,,Distributed systems
47.8.7.,,,Reliability testing and fault tolerance of networks and computer systems
47.8.8.,,,Wireless sensor networks as related to computer science
47.8.9.,,,Performance evaluation queueing and scheduling in the context of computer systems
47.8.10.,,,Computer security
47.9.,,Theory of data,
47.9.1.,,,General topics in the theory of data
47.9.2.,,,Data structures
47.9.3.,,,Searching and sorting
47.9.4.,,,Database theory
47.9.5.,,,Information storage and retrieval of data
47.9.6.,,,Data encryption aspects in computer science
47.9.7.,,,Privacy of data
47.9.8.,,,Coding and information theory compaction compression models of communication encoding schemes aspects in computer science
47.10.,,Theory of computing,
47.10.1.,,,General topics in the theory of computing
47.10.2.,,,Classical models of computation Turing machines
47.10.3.,,,Networks and circuits as models of computation circuit complexity
47.10.4.,,,Biologically inspired models of computation DNA computing membrane computing
47.10.5.,,,Other nonclassical models of computation
47.10.6.,,,Modes of computation nondeterministic parallel interactive probabilistic
47.10.7.,,,Communication complexity information complexity
47.10.8.,,,Quantum algorithms and complexity in the theory of computing
47.10.9.,,,Complexity classes hierarchies relations among complexity classes
47.10.10.,,,Computational difficulty of problems lower bounds completeness difficulty of approximation
47.10.11.,,,Descriptive complexity and finite models
47.10.12.,,,Analysis of algorithms and problem complexity
47.10.13.,,,Parameterized complexity tractability and kernelization
47.10.14.,,,Algorithmic information theory Kolmogorov complexity
47.10.15.,,,Computational learning theory
47.10.16.,,,Grammars and rewriting systems
47.10.17.,,,Formal languages and automata
47.10.18.,,,Semantics in the theory of computing
47.10.19.,,,Abstract data types algebraic specification
47.10.20.,,,Cellular automata computational aspects
47.10.21.,,,Models and methods for concurrent and distributed computing process algebras bisimulation transition nets
47.10.22.,,,Probability in computer science algorithm analysis random structures phase transitions
47.11.,,Discrete mathematics in relation to computer science,
47.11.1.,,,General topics of discrete mathematics in relation to computer science
47.11.2.,,,Combinatorics in computer science
47.11.3.,,,Computational aspects of satisfiability
47.11.4.,,,Graph theory including graph drawing in computer science
47.11.5.,,,Metric embeddings as related to computational problems and algorithms
47.11.6.,,,Combinatorics on words
47.12.,,Artificial intelligence,
47.12.1.,,,General topics in artificial intelligence
47.12.2.,,,Learning and adaptive systems in artificial intelligence
47.12.3.,,,Artificial neural networks and deep learning
47.12.4.,,,Computational aspects of data analysis and big data
47.12.5.,,,Pattern recognition speech recognition
47.12.6.,,,Problem solving in the context of artificial intelligence heuristics search strategies
47.12.7.,,,Logic in artificial intelligence
47.12.8.,,,Knowledge representation
47.12.9.,,,Theory of languages and software systems knowledge-based systems expert systems for artificial intelligence
47.12.10.,,,Reasoning under uncertainty in the context of artificial intelligence
47.12.11.,,,Artificial intelligence for robotics
47.12.12.,,,Agent technology and artificial intelligence
47.12.13.,,,Machine vision and scene understanding
47.12.14.,,,Natural language processing 
47.13.,,Computing methodologies and applications,
47.13.1.,,,General topics in computing methodologies
47.13.2.,,,Computational aspects of digital topology
47.13.3.,,,Computer graphics computational geometry digital and algorithmic aspects
47.13.4.,,,Computer science aspects of computer-aided design
47.13.5.,,,Computing methodologies for image processing
47.13.6.,,,Computing methodologies for text processing mathematical typography
47.13.7.,,,Computing methodologies for information systems hypertext navigation interfaces decision support
47.14.,,Computer science support for mathematical research and practice,
47.14.1.,,,Computer assisted proofs of proofs-by-exhaustion type
47.14.2.,,,Theorem proving automated and interactive theorem provers deduction resolution
47.14.3.,,,Formalization of mathematics in connection with theorem provers
47.14.4.,,,Presentation and content markup for mathematics
47.14.5.,,,Mathematical knowledge management
47.14.6.,,,Digital mathematics libraries and repositories
47.15.,,Algorithms in computer science,
47.15.1.,,,General topics in the theory of algorithms
47.15.2.,,,Nonnumerical algorithms
47.15.3.,,,Parallel algorithms in computer science
47.15.4.,,,Distributed algorithms
47.15.5.,,,Randomized algorithms
47.15.6.,,,Approximation algorithms
47.15.7.,,,Online algorithms streaming algorithms
47.15.8.,,,Symbolic computation and algebraic computation
47.15.9.,,,Algorithms on strings
47.15.10.,,,Hardware implementations of nonnumerical algorithms VLSI algorithms
47.15.11.,,,Analysis of algorithms
47.15.12.,,,Evolutionary algorithms genetic algorithms computational aspects
48,Mechanics of particles and systems,,
49,Mechanics of deformable solids,,
50,Fluid mechanics,,
51,Optics electromagnetic theory,,
52,Classical thermodynamics heat transfer,,
53,Quantum theory,,
53.1.,,Foundations quantum information and its processing quantum axioms and philosophy,
53.1.1.,,,Quantum state spaces operational and probabilistic concepts
53.1.2.,,,Quantum entropies
53.1.3.,,,Quantum state tomography quantum state discrimination
53.1.4.,,,Stochastic mechanics including stochastic electrodynamics
53.1.5.,,,Quantum coherence entanglement quantum correlations
53.1.6.,,,Entanglement measures concurrencies separability criteria
53.1.7.,,,Quantum gates
53.1.8.,,,Quantum computation
53.1.9.,,,Quantum coding general
53.1.10.,,,Computational stability and error-correcting codes for quantum computation and communication processing
53.1.11.,,,Quantum cryptography quantum-theoretic aspects
54,Statistical mechanics structure of matter,,
55,Relativity and gravitational theory,,
56,Astronomy and astrophysics,,
57,Geophysics,,
57.1.,,Software source code for problems pertaining to geophysics,
57.2.,,Experimental work for problems pertaining to geophysics,
57.3.,,Computational methods for problems pertaining to geophysics,
57.4.,,Mathematical modeling or simulation for problems pertaining to geophysics,
57.5.,,Research data for problems pertaining to geophysics,
57.6.,,Geophysics,
57.6.1.,,,Climate science and climate modeling
57.6.2.,,,Meteorology and atmospheric physics
57.6.3.,,,Seismology including tsunami modeling earthquakes
57.6.4.,,,Potentials prospecting
57.6.5.,,,Inverse problems in geophysics
57.6.6.,,,Geo-electricity and geomagnetism
57.6.7.,,,Geodesy mapping problems
57.6.8.,,,Geostatistics
57.6.9.,,,Glaciology
58,Operations research mathematical programming,,
58.1.,,Software source code for problems pertaining to operations research and mathematical programming,
58.2.,,Experimental work for problems pertaining to operations research and mathematical programming,
58.3.,,Computational methods for problems pertaining to operations research and mathematical programming,
58.4.,,Mathematical modeling or simulation for problems pertaining to operations research and mathematical programming,
58.5.,,Research data for problems pertaining to operations research and mathematical programming,
58.6.,,Operations research and management science,
58.6.1.,,,Inventory storage reservoirs
58.6.2.,,,Transportation logistics and supply chain management
58.6.3.,,,Stochastic network models in operations research
58.6.4.,,,Communication networks in operations research
58.6.5.,,,Traffic problems in operations research
58.6.6.,,,Queues and service in operations research
58.6.7.,,,Reliability availability maintenance inspection in operations research
58.6.8.,,,Deterministic scheduling theory in operations research
58.6.9.,,,Stochastic scheduling theory in operations research
58.6.10.,,,Search theory
58.6.11.,,,Management decision making including multiple objectives
58.6.12.,,,Marketing advertising
58.6.13.,,,Theory of organizations manpower planning in operations research
58.6.14.,,,Discrete location and assignment
58.6.15.,,,Continuous location
58.6.16.,,,Case-oriented studies in operations research
58.7.,,Mathematical programming,
58.7.1.,,,Linear programming
58.7.2.,,,Large-scale problems in mathematical programming
58.7.3.,,,Special problems of linear programming transportation multi-index data envelopment analysis
58.7.4.,,,Boolean programming
58.7.5.,,,Integer programming
58.7.6.,,,Mixed integer programming
58.7.7.,,,Stochastic programming
58.7.8.,,,Robustness in mathematical programming
58.7.9.,,,Quadratic programming
58.7.10.,,,Semidefinite programming
58.7.11.,,,Polynomial optimization
58.7.12.,,,Tropical optimization max-plus optimization
58.7.13.,,,Convex programming
58.7.14.,,,Nonconvex programming global optimization
58.7.15.,,,Combinatorial optimization
58.7.16.,,,Multi-objective and goal programming
58.7.17.,,,Nonlinear programming
58.7.18.,,,Sensitivity stability parametric optimization
58.7.19.,,,Fractional programming
58.7.20.,,,Complementarity and equilibrium problems and variational inequalities finite dimensions aspects of mathematical programming
58.7.21.,,,Semi-infinite programming
58.7.22.,,,Programming involving graphs or networks
58.7.23.,,,Dynamic programming
58.7.24.,,,Markov and semi-Markov decision processes
58.7.25.,,,Optimality conditions and duality in mathematical programming
58.7.26.,,,Minimax problems in mathematical programming
58.7.27.,,,Programming in abstract spaces
58.7.28.,,,Extreme-point and pivoting methods
58.7.29.,,,Interior-point methods
58.7.30.,,,Methods of reduced gradient type
58.7.31.,,,Methods of quasi-Newton type
58.7.32.,,,Methods of successive quadratic programming type
58.7.33.,,,Derivative-free methods and methods using generalized derivatives
58.7.34.,,,Polyhedral combinatorics branch-and-bound branch-and-cut
58.7.35.,,,Approximation methods and heuristics in mathematical programming
58.7.36.,,,Abstract computational complexity for mathematical programming problems
58.7.37.,,,Fuzzy and other nonstochastic uncertainty mathematical programming
58.7.38.,,,Applications of mathematical programming
59,Game theory economics social and behavioral sciences,,
59.1.,,Mathematical economics,
59.1.1.,,,Risk models general
59.1.2.,,,Decision theory
59.1.3.,,,Individual preferences
59.1.4.,,,Group preferences
59.1.5.,,,Consumer behavior demand theory
59.1.6.,,,Principal-agent models
59.1.7.,,,Economics of information
59.1.8.,,,Stochastic models in economics
59.1.9.,,,Economic models of real-world systems electricity markets
59.1.10.,,,Environmental economics natural resource models harvesting pollution
59.1.11.,,,Applications of statistical and quantum mechanics to economics econophysics
59.1.12.,,,Statistical methods economic indices and measures
59.1.13.,,,Economic time series analysis
59.1.14.,,,Mathematical economics and fuzziness
59.2.,,Social and behavioral sciences general topics,
59.2.1.,,,Measurement theory in the social and behavioral sciences
59.2.2.,,,One- and multidimensional scaling in the social and behavioral sciences
59.2.3.,,,Clustering in the social and behavioral sciences
59.3.,,Mathematical sociology including anthropology,
59.3.1.,,,Models of societies social and urban evolution
59.3.2.,,,Social learning
59.3.3.,,,Mathematical geography and demography
59.3.4.,,,Spatial models in sociology
59.3.5.,,,Social networks opinion dynamics
59.3.6.,,,Manpower systems in sociology
59.4.,,Mathematical psychology,
59.4.1.,,,Cognitive psychology
59.4.2.,,,Psychophysics and psychophysiology perception
59.4.3.,,,Memory and learning in psychology
59.4.4.,,,Measurement and performance in psychology
59.5.,,Actuarial science and mathematical finance,
59.5.1.,,,Derivative securities option pricing hedging
59.5.2.,,,Interest rates asset pricing stochastic models
59.5.3.,,,Credit risk
59.5.4.,,,Financial networks including contagion systemic risk regulation
59.5.5.,,,Corporate finance dividends real options
59.5.6.,,,Numerical methods including Monte Carlo methods
59.5.7.,,,Statistical methods risk measures
59.5.8.,,,Financial applications of other theories
60,Biology and other natural sciences,,
60.1.,,Mathematical biology in general,
60.1.1.,,,General biology and biomathematics
60.1.2.,,,Taxonomy cladistics statistics in mathematical biology
60.1.3.,,,General biostatistics
60.1.4.,,,Neural networks for/in biological studies artificial life and related topics
60.1.5.,,,Biological rhythms and synchronization
60.2.,,Physiological cellular and medical topics,
60.2.1.,,,Cell biology
60.2.2.,,,Biochemistry molecular biology
60.2.3.,,,Systems biology networks
60.2.4.,,,Medical applications general
60.2.5.,,,Biomedical imaging and signal processing
60.2.6.,,,Medical epidemiology
60.3.,,Genetics and population dynamics,
60.3.1.,,,Problems related to evolution
60.3.2.,,,Protein sequences DNA sequences
60.3.3.,,,Epidemiology
60.3.4.,,,Ecology
60.4.,,Chemistry,
60.4.1.,,,Molecular structure graph-theoretic methods methods of differential topology
61,Systems theory control,,
61.1.,,Software source code for problems pertaining to systems and control theory,
61.2.,,Experimental work for problems pertaining to systems and control theory,
61.3.,,Computational methods for problems pertaining to systems and control theory,
61.4.,,Mathematical modeling or simulation for problems pertaining to systems and control theory,
61.5.,,Research data for problems pertaining to systems and control theory,
61.6.,,93C?,
61.6.1.,,,Control/observation systems involving computers process control
61.6.2.,,,Automated systems robots in control theory
61.6.3.,,,Application models in control theory
61.7.,,Stochastic systems and control,
61.7.1.,,,Estimation and detection in stochastic control theory
61.7.2.,,,Filtering in stochastic control theory
61.7.3.,,,Identification in stochastic control theory
61.7.4.,,,Data smoothing in stochastic control theory
61.7.5.,,,Least squares and related methods for stochastic control systems
61.7.6.,,,Stochastic learning and adaptive control
62,Information and communication circuits,,
62.1.,,Software source code for problems pertaining to information and communication theory,
62.2.,,Experimental work for problems pertaining to information and communication theory,
62.3.,,Computational methods for problems pertaining to information and communication theory,
62.4.,,Mathematical modeling or simulation for problems pertaining to information and communication theory,
62.5.,,Research data for problems pertaining to information and communication theory,
62.6.,,Communication information,
62.6.1.,,,Image processing compression reconstruction in information and communication theory
62.6.2.,,,Application of orthogonal and other special functions
62.6.3.,,,Signal theory characterization reconstruction filtering
62.6.4.,,,Detection theory in information and communication theory
62.6.5.,,,Modulation and demodulation in information and communication theory
62.6.6.,,,Information theory general
62.6.7.,,,Informational aspects of data analysis and big data
62.6.8.,,,Measures of information entropy
62.6.9.,,,Sampling theory in information and communication theory
62.6.10.,,,Source coding
62.6.11.,,,Rate-distortion theory in information and communication theory
62.6.12.,,,Channel models including quantum in information and communication theory
62.6.13.,,,Prefix length-variable comma-free codes
62.6.14.,,,Theory of questionnaires
63,Mathematics education,,
